Album Name,Artists,Release Date,Popularity,Image URL
Melina Kana & O Gois Tou Thiseiou,Melina Kana,2014-12-12,0,https://i.scdn.co/image/ab67616d0000b273ec2a33efc32ced956cd8bd70
Juke Box (Live),Melina Kana,2004-11-22,2,https://i.scdn.co/image/ab67616d0000b2736b8b0249985728e2591d1581
Feggi Alliotika,Melina Kana,2003-10-23,17,https://i.scdn.co/image/ab67616d0000b273f56ab7db56593b53c3770c46
Tou Erota Ke Tis Figis,Dimitris Mitropanos,1998-01-01,38,https://i.scdn.co/image/ab67616d0000b273d54bf808da98b75712f8e1e1
From Draco's Cave,Babis Papadopoulos,2010-04-26,0,https://i.scdn.co/image/ab67616d0000b273eec3d4718b4412f9ee0b5833
Human Touch,Human Touch,2012-04-09,0,https://i.scdn.co/image/ab67616d0000b27383c36ac5eb54d76c99058a0d
Movin',Human Touch,2004-03-01,3,https://i.scdn.co/image/ab67616d0000b2731596b56157c9659ca1f9e492
En Athinais (Original Soundtrack from the Play),Various Artists,2009-05-15,0,https://i.scdn.co/image/ab67616d0000b2737f84cc1cc88c4109750bc1cf
Drawing in an Almond,Katerina Papadopoulou,2012,8,https://i.scdn.co/image/ab67616d0000b273dd41749191d143e763fd0281
Fusion Jazz in America,Various Artists,2014-10-14,0,https://i.scdn.co/image/ab67616d0000b27337632dad3cab95a0d2c97255
Orient Noir - A West-Eastern Divan,"Watcha Clan, Bi Kidude Baraka & More",2012-09-17,0,https://i.scdn.co/image/ab67616d0000b273621f1708a986f75bd60831f1
Crossover,Atlantic Brass Quintet,2014-03-18,0,https://i.scdn.co/image/ab67616d0000b273149a22ea4228a1676bb06caa
Rroma Art,Earth Wheel Sky Band,2014-04-07,0,https://i.scdn.co/image/ab67616d0000b273185ddbd4a745cec632883d35
Talar,Haig Yazdjian,1996-02-01,5,https://i.scdn.co/image/ab67616d0000b273d521980113c1cd427bc21268
Garin,Haig Yazdjian,1998-03-01,9,https://i.scdn.co/image/ab67616d0000b273f2b96476416921aeb3b2925e
Arras,"Mohamed Arafa, Haig Yazdjian",2003-03-01,3,https://i.scdn.co/image/ab67616d0000b273f9fb88514b0d21ec05f1e24f
Amalur,Haig Yazdjian,2007-10-01,4,https://i.scdn.co/image/ab67616d0000b27320198b53b18c086e04576608
The Greek Folk Instruments Vol.7 : Outi (Oud),"Haig Yazdjian, Antonis Apergis, The Mediterranean Soloists",1995,12,https://i.scdn.co/image/ab67616d0000b2739a8314a25b89d4f685b85353
Apo Oneiro Se Oneiro,Petros Dourdoubakis,1994-05-23,5,https://i.scdn.co/image/ab67616d0000b2732dcc5b1d06d23711127de5fb
Icaros,Antonis Apergis,2005-03-01,4,https://i.scdn.co/image/ab67616d0000b273d3b4a79a8d88975e43a76ca1
To Stefani,"Sofia Assichidou, Antonis Apergis",2005-03-17,8,https://i.scdn.co/image/ab67616d0000b273eb538af38e830f275fdd1c4b
Nihta Me Asteria (Starry Night),"Antonis Apergis, Lizeta Kalimeri, Kostas Pavlidis",2007-01-01,9,https://i.scdn.co/image/ab67616d0000b2732aad85cfd582cc2841f64357
In Our Nature,José González,2007-09-26,0,https://i.scdn.co/image/ab67616d0000b27343a5cf948888c8cde9a3faab
